;Phrase
187;"Pero el Anillo no estaba en la isla; lo había perdido o había desaparecido"
188;El grito penetrante de Gollum estremeció a Bilbo, quien todavía no entendía lo que había pasado
189;Gollum había encontrado por fin la respuesta al enigma, pero demasiado tarde.¿Qué tiene en el bolsillo?, gritó
190;"Los ojos le brillaban como una llamarada verde cuando volvió rápidamente sobre sus pasos, decidido a asesinar al hobbit y recobrar el «tesoro».Justo a tiempo, Bilbo vio el peligro y huyó ciegamente por el pasaje, alejándose del agua; y una vez más la buena suerte lo salvó"
191;"Porque mientras corría metió la mano en el bolsillo, y el Anillo se le deslizó suavemente en el dedo; de modo que Gollum pasó a su lado sin verlo cuando iba a vigilar la puerta de salida para que el «ladrón» no escapase"
192;Bilbo siguió cautelosamente a Gollum, que corría maldiciendo y hablando consigo mismo sobre su «tesoro»
193;"Por esta charla Bilbo entendió al fin y la esperanza acudió a él en las sombras; había encontrado el maravilloso Anillo y con él la probabilidad de escapar de los Orcos y de Gollum.El Señor de los anillos: La Comunidad del anillo 11 Por fin se detuvieron frente a una abertura oculta que llevaba a las puertas inferiores de las minas, en la ladera oriental de las montañas"
194;Allí Gollum se agazapó, acechando, husmeando, y escuchando
195;Bilbo estuvo tentado de atravesarlo con la espada, pero le dio lástima, pues aunque tenía el Anillo, que era su única esperanza, no lo utilizaría como ayuda para matar a la miserable criatura a traición
196;Por último, armándose de coraje, saltó por encima de Gollum en la oscuridad y huyó pasaje adelante perseguido por los gritos de odio y desesperación de su enemigo: ¡Ladrón! ¡Ladrón! ¡Bolsón! ¡Te odiaré siempre! Cosa curiosa, pero ésta no es la historia que Bilbo contó al principio a sus compañeros
197;"Les dijo que Gollum le había prometido un regalo, si él, Bilbo, ganaba en el juego; pero cuando Gollum fue a la isla descubrió que el tesoro había desaparecido: era un Anillo mágico que le habían regalado en un cumpleaños mucho tiempo atrás"
198;Bilbo sospechaba que ése era el Anillo que había encontrado y como había ganado el juego, le correspondía por derecho
199;Pero como en aquel momento se encontraba en un apuro, no había dicho nada y dejó que Gollum le mostrase la salida al exterior más como recompensa que como regalo
200;Bilbo asentó este informe en sus memorias, y parece que nunca lo alteró, ni siquiera después del Concilio de Elrond
201;Evidentemente sigue apareciendo así en el Libro Rojo y en varias copias y resúmenes
202;Pero muchos ejemplares contienen la verdadera versión (como una variante), derivada sin duda de notas de Frodo o Samsagaz, pues ambos conocieron la verdad, aunque parece que no desearon cambiar nada de lo que el viejo hobbit había escrito
203;Gandalf, sin embargo, en seguida pus o en duda la historia original de Bilbo y quiso saber algo más del Anillo
204;"Al fin obtuvo la verdadera historia después de mucho preguntar a Bilbo, lo que por un tiempo enfrió las relaciones entre ellos; el mago entendía que la verdad era importante"
205;Aunque no se lo dijo a Bilbo, pensó que era también importante y perturbador saber que el buen hobbit no había dicho la verdad desde el principio, cosa bastante contraria a su costumbre
206;La idea de un «regalo», sin embargo, no era mera invención del hobbit
207;Se la había sugerido a Bilbo y así lo confesó, lo que alcanzó a oír a Gollum, quien en efecto denominó al Anillo muchas veces «regalo de cumpleaños».También esto le pareció a Gandalf extraño y sospechoso, pero no descubrió la verdad al respecto hasta muchos años después, como se verá en este libro
208;De las posteriores aventuras de Bilb o muy poco hay que decir aquí
209;Con ayuda del Anillo escapó de los Orcos que guardaban la puerta y se reunió con sus compañeros
210;Usó el Anillo muchas veces mientras iba de un lado a otro, principalmente para ayudar a sus amigos, pero guardó el secreto todo lo que pudo
211;"Ya en su casa nunca habló de él con nadie, excepto con Gandalf y Frodo; y ningún hobbit de la Comarca supo de la existencia del Anillo, o por lo menos así lo creyó él"
212;Sólo a Frodo mostró el informe de viaje que estaba escribiendo
213;Colgó la espada, Dardo, sobre el hogar, y la maravillosa cota de malla, regalo de los Enanos, tomada del tesoro escondido del Dragón, la prestó a un museo: la Casa de los Mathoms de Cavada Grande
214;Pero en una gaveta, en El Señor de los anillos: La Comunidad del anillo 12 Bolsón Cerrado, conservó el vicio manto y la caperuza que había llevado en sus viajes
215;En cuanto al Anillo, lo guardó siempre en un bolsillo sujeto a una hermosa cadena
216;Volvió a su hogar en Bolsón Cerrado el 22 de junio de su quincuagésimo segundo año (1342 CC), y nada digno de mención sucedió en la Comarca hasta que el señor Bolsón comenzó a preparar la celebración de su cumpleaños centésimo decimoprimero (1401 CC)
217;En ese punto comienza esta Historia.El Señor de los anillos: La Comunidad del anillo 13 NOTA SOBRE LOS ARCHIVOS DE LA COMARCA Afines de la Tercera Edad el papel desempeñado por los Hobbits en los importantes acontecimientos que llevaron a la inclusión de la Comarca en el Reino Reunido despertó en ellos una mayor curiosidad por la propia historia y numerosas tradiciones que hasta entonces habían sido sobre todo orales, fueron recogidas y consignadas por escrito
218;Las más grandes familias se interesaron también en los acontecimientos del Reino en general y muchos de sus miembros estudiaron las historias y leyendas antiguas
219;Al concluir la Cuarta Edad había ya en la Comarca numerosas bibliotecas que contenían muchos libros de historia y archivos.Las más importantes de esas colecciones eran sin duda las de Torres de Abajo en Grandes Smials y en Casa Brandi
220;El presente relato del fin de la Tercera Edad fue sacado en su mayor parte del Libro Rojo de la Frontera del Oeste
221;Fuente principal para la historia de la Guerra del Anillo, se llama así por haber sido conservado mucho tiempo en las Torres de Abajo, residencia de los Belinfante, guardianes de la Frontera del Oeste
222;El libro fue en un principio el diario personal de Bilbo, que lo llevó a Rivendel
223;Frodo lo trajo luego a la Comarca junto con muchas hojas de notas y en los años 142O21 (CC) completó casi del todo la historia de la guerra
224;Pero anexados a esas páginas y conservados con ellas, probablemente en una caja roja, había tres gruesos volúmenes encuadernados en cuero rojo que Bilbo le entregó como regalo de despedida
225;A estos cuatro volúmenes se le sumó en la Frontera del Oeste un quinto con comentarios, genealogías y otras referencias a propósito de los Hobbits de la Comunidad.El Libro Rojo original no se conserva, pero se hicieron muchas copias, sobre todo del primer volumen, para uso de los descendientes de los hijos del señor Samsagaz
226;Sin embargo, la copia más importante fue conservada en Grandes Smials y se escribió en Gondor, sin duda a pedido del biznieto de Peregrin y completada en 1592 (CC)
227;El escriba del Sur añadió la nota siguiente: «Findigal, escriba del rey, termina esta obra en IV 72
228;Es copia fiel del Libro del Thain de Minas Tirith, por orden del rey Elessar, del Libro Rojo de Periannath, que fue traído por el Thain Peregrin cuando se retiró a Gondor en IV 64.» El Libro del Thain fue así la primera copia del Libro Rojo y contiene muchas cosas hasta entonces omitidas o perdidas
229;En Minas Tirith se le añadieron numerosas anotaciones y citas en lenguas élficas y se le agregó una versión abreviada de parte de la Historia de Aragorn y de Arwen, que no se refiere a la guerra
230;Se supone que la historia completa fue escrita por Barahir, nieto del senescal Faramir, poco después de la muerte del rey
231;Pero la copia de Findagil es importante porque sólo ella reproduce la totalidad de las traducciones del élfico que Bilbo llevara a cabo
232;Se ha comprobado que esos tres volúmenes son una obra de gran talento y erudición, y que entre los años 14O3 y 1418 Bilbo se sirvió de todas las fuentes tanto orales como escritas de que disponía en Rivendel
233;Pero como Frodo aparece citado pocas veces, pues esas páginas se refieren casi exclusivamente a los Días Antiguos, no diremos más aquí.Como Meriadoc y Peregrin llegaron a ser cabezas de grandes familias, manteniendo siempre alguna relación con las gentes de Rohan y Gondor, en El Señor de los anillos: La Comunidad del anillo 14 las bibliotecas de Los Gamos y Alforzada se encuentran muchas cosas que no aparecen en el Libro Rojo
234;En Casa Brandi abundaban los libros que trataban de Eriador y la historia de Rohan
235;Algunos fueron compuestos o comenzados por el mismo Meriadoc, aunque en la Comarca se lo recuerda sobre todo por el Herbario de la Comarca y su Cronología donde estudió las relaciones de los calendarios de la Comarca y de Bree con los de Rivendel, Gondor 3 Rohan
236;Meriadoc escribió también un breve tratado, Palabras y Nombres Antiguos de la Comarca, donde se interesa particularmente en descubrir el parentesco de la lengua de los Rohirrim con algunas palabras de la Comarca, como mathom y los elementos antiguos en los nombres topográficos
237;Los libros de Grandes Smials tenían menos interés para las gentes de la Comarca, aunque son en verdad importantes para la historia más general
238;Ninguno de ellos era de mano de Peregrin, pero él y sus sucesores reunieron muchos manuscritos de los escribas de Gondor, principalmente copias y resúmenes de historias y leyendas relati vas a Elendil y sus herederos
239;Sólo aquí en la Comarca es posible encontrar abundante material para la historia de Númenor y el ascenso de Sauron.La Historia de los Años fue compuesta sin duda en Grandes Smials a partir de unos textos reunidos por Meriadoc
240;Aunque las fechas son a menudo conjeturases, sobre todo para la Segunda Edad, merecen alguna atención
241;Es posible que Meriadoc haya obtenido información de Rivendel, que visitó muchas veces
242;Los hijos de Elrond, aunque él ya había muerto, permanecieron allí muchos años junto con algunos Altos Elfos
243;Se dice que Celeborn fue a vivir allí luego de la muerte de Galadriel, pero no hay ninguna noticia sobre el día en que partió al fin hacia los Puertos Grises, y con él desapareció el último testigo de los Días Antiguos en la Tierra Media
244;El Señor de los anillos: La Comunidad del anillo 15 LA COMUNIDAD DEL ANILLO Primera Parte de El Señor de los Anillos El Señor de los anillos: La Comunidad del anillo 16 LIBRO PRIMERO El Señor de los anillos: La Comunidad del anillo 17 1 UNA REUNION MUY ESPERADA Cuando el señor Bilbo Bolsón de Bolsón Cerrado anunció que muy pronto celebraría su cumpleaños centésimo decimoprimero con una fiesta de especial magnificencia, hubo muchos comentarios y excitación en Hobbiton.Bilbo era muy rico y muy peculiar y había sido el asombro de la Comarca durante sesenta años, desde su memorable desaparición e inesperado regreso
